ts_code,end_date,bz_item,bz_code,bz_sales,bz_profit,bz_cost,curr_type
603679.SH,20250630,工程项目安装,P,15159436.61,2410329.31,12749107.3,CNY
603679.SH,20250630,锂矿产品,P,41387335.39,-36851.99,41424187.38,CNY
603679.SH,20250630,锂电池系列产品,P,12105326.83,9143297.72,2962029.11,CNY
603679.SH,20250630,运行管理维护,P,10277392.6,2742151.5,7535241.1,CNY
603679.SH,20250630,产品研发制造,P,114321383.07,22618363.45,91703019.62,CNY
603679.SH,20241231,四川省外,D,215547456.61,53532990.33,162014466.28,CNY
603679.SH,20241231,城市照明(行业),I,313671055.63,69336590.25,244334465.38,CNY
603679.SH,20241231,直接销售,455006000,362011583.91,78172392.71,283839191.2,CNY
603679.SH,20241231,运行管理维护,P,22054347.19,5490234.05,16564113.14,CNY
603679.SH,20241231,工程项目安装,P,46732372.74,4352457.82,42379914.92,CNY
603679.SH,20241231,其他业务(行业),I,5206871.71,1677213.96,3529657.75,CNY
603679.SH,20241231,锂矿产品,P,33392031.98,-3988109.98,37380141.96,CNY
603679.SH,20241231,新能源,I,48340528.28,8835802.46,39504725.82,CNY
603679.SH,20241231,其他业务(销售模式),455006000,5206871.71,1677213.96,3529657.75,CNY
603679.SH,20241231,产品研发制造,P,250091207.41,61171112.34,188920095.07,CNY
603679.SH,20241231,其他业务(地区),D,5206871.71,1677213.96,3529657.75,CNY
603679.SH,20241231,四川,D,146464127.3,24639402.38,121824724.92,CNY
603679.SH,20241231,锂电池系列产品,P,14948496.3,12823912.44,2124583.86,CNY
603679.SH,20240630,产品研发制造,P,131102034.2,34951369.78,96150664.42,CNY
603679.SH,20240630,锂矿产品,P,10915477.13,-1400203.81,12315680.94,CNY
603679.SH,20240630,工程项目安装,P,24421722.14,3260545.98,21161176.16,CNY
603679.SH,20240630,其他业务,P,2192893.62,678680.38,1514213.24,CNY
603679.SH,20240630,运行管理维护,P,7374595.97,2757380.64,4617215.33,CNY
603679.SH,20240630,锂电池系列产品,P,18096073.05,5671068.0,12425005.05,CNY
603679.SH,20231231,新能源,I,86168206.11,4151262.84,82016943.27,CNY
603679.SH,20231231,其他业务(地区),D,8396728.33,1554805.83,6841922.5,CNY
603679.SH,20231231,工程项目安装,P,33390001.12,8577749.71,24812251.41,CNY
603679.SH,20231231,四川,D,298447049.84,84371465.38,214075584.46,CNY
603679.SH,20231231,产品研发制造,P,384421420.12,114433507.51,269987912.61,CNY
603679.SH,20231231,运行管理维护,P,103793645.95,27681103.93,76112542.02,CNY
603679.SH,20231231,城市照明(行业),I,513208338.86,149137555.32,364070783.54,CNY
603679.SH,20231231,四川省外,D,300929495.13,68917352.78,232012142.35,CNY
603679.SH,20231231,锂电池系列产品,P,80465065.63,4527166.3,75937899.33,CNY
603679.SH,20231231,锂矿产品,P,5703140.48,-375903.46,6079043.94,CNY
603679.SH,20221231,产品研发制造,P,342081960.68,62324580.82,279757379.86,CNY
603679.SH,20221231,工程项目安装,P,65244096.45,-15304129.74,80548226.19,CNY
603679.SH,20221231,运行管理维护,P,17745130.56,6772528.02,10972602.54,CNY
603679.SH,20221231,城市照明(行业),I,425071187.69,53792979.1,371278208.59,CNY
