ts_code,end_date,bz_item,bz_code,bz_sales,bz_profit,bz_cost,curr_type
601811.SH,20250630,发行-一般图书,P,2804387769.51,814628934.24,1989758835.27,CNY
601811.SH,20250630,内部抵销,P,-910781170.05,39719630.91,-950500800.96,CNY
601811.SH,20250630,印刷及物资贸易,P,109187085.91,18748698.53,90438387.38,CNY
601811.SH,20250630,其他业务(销售模式),455006000,88386528.35,73458831.14,14927697.21,CNY
601811.SH,20250630,文轩数字校园,P,143024639.12,24696724.93,118327914.19,CNY
601811.SH,20250630,一般图书,P,460921431.75,108831518.65,352089913.1,CNY
601811.SH,20250630,其他业务(行业),I,206104572.74,32019314.41,174085258.33,CNY
601811.SH,20250630,发行(行业),I,4863826902.35,1576430607.19,3287396295.16,CNY
601811.SH,20250630,内部抵销,P,-910781170.05,39719630.91,-950500800.96,CNY
601811.SH,20250630,线下销售,455006000,2723677960.46,1150604876.34,1573073084.12,CNY
601811.SH,20250630,其他业务,P,88386528.35,73458831.14,14927697.21,CNY
601811.SH,20250630,线上销售,455006000,2715364938.12,934500120.74,1780864817.38,CNY
601811.SH,20250630,报刊传媒,P,21916429.82,8841800.46,13074629.36,CNY
601811.SH,20250630,征订-教材及助学类读物,P,1916414493.72,737104948.02,1179309545.7,CNY
601811.SH,20250630,线下销售,455006000,2723677960.46,1150604876.34,1573073084.12,CNY
601811.SH,20250630,报刊传媒,P,21916429.82,8841800.46,13074629.36,CNY
601811.SH,20250630,线上销售,455006000,2715364938.12,934500120.74,1780864817.38,CNY
601811.SH,20250630,教材及助学类读物,P,649368813.52,292752039.95,356616773.57,CNY
601811.SH,20250630,发行(行业),I,4863826902.35,1576430607.19,3287396295.16,CNY
601811.SH,20250630,其他业务(销售模式),455006000,88386528.35,73458831.14,14927697.21,CNY
601811.SH,20250630,教材及助学类读物,P,649368813.52,292752039.95,356616773.57,CNY
601811.SH,20250630,出版业务(行业),I,1279892593.54,436935444.57,842957148.97,CNY
601811.SH,20250630,印刷及物资贸易,P,109187085.91,18748698.53,90438387.38,CNY
601811.SH,20250630,其他业务(行业),I,206104572.74,32019314.41,174085258.33,CNY
601811.SH,20250630,文轩数字校园,P,143024639.12,24696724.93,118327914.19,CNY
601811.SH,20250630,其他业务,P,88386528.35,73458831.14,14927697.21,CNY
601811.SH,20250630,物流服务,P,201463087.98,28858184.62,172604903.36,CNY
601811.SH,20250630,征订-教材及助学类读物,P,1916414493.72,737104948.02,1179309545.7,CNY
