ts_code,end_date,bz_item,bz_code,bz_sales,bz_profit,bz_cost,curr_type
300679.SZ,20250630,连接器,P,467332049.24,187641237.13,279690812.11,CNY
300679.SZ,20250630,中国大陆,D,1929554572.28,612199595.89,1317354976.39,CNY
300679.SZ,20250630,国外,D,594495979.53,130270638.13,464225341.4,CNY
300679.SZ,20250630,电子元件,I,2109710703.39,672079708.73,1437630994.66,CNY
300679.SZ,20250630,其他主营业务,P,386687614.94,69193494.54,317494120.4,CNY
300679.SZ,20250630,其他(行业),I,414339848.42,70390525.29,343949323.13,CNY
300679.SZ,20250630,软板,P,410816504.58,51013099.95,359803404.63,CNY
300679.SZ,20250630,电磁兼容件,P,448015813.4,130530694.02,317485119.38,CNY
300679.SZ,20250630,汽车连接器,P,811198569.65,304091708.38,507106861.27,CNY
300679.SZ,20241231,其他主营业务,P,709480542.21,195476478.71,514004063.5,CNY
300679.SZ,20241231,电磁兼容件,P,913041642.35,281079721.29,631961921.06,CNY
300679.SZ,20241231,国外,D,686919486.98,192555277.32,494364209.66,CNY
300679.SZ,20241231,其他(行业),I,592143617.26,94194059.99,497949557.27,CNY
300679.SZ,20241231,电子元件,I,4069076320.26,1474046180.43,2595030139.83,CNY
300679.SZ,20241231,在某一时间转让,455006000,4661219937.52,1568240240.42,3092979697.1,CNY
300679.SZ,20241231,中国大陆,D,3974300450.54,1375684963.1,2598615487.44,CNY
300679.SZ,20241231,软板,P,537518991.17,67795170.69,469723820.48,CNY
300679.SZ,20241231,连接器,P,1040130565.13,448939772.71,591190792.42,CNY
300679.SZ,20241231,汽车连接器,P,1461048196.66,574949097.02,886099099.64,CNY
300679.SZ,20240630,连接器,P,496007314.4,223413846.71,272593467.69,CNY
300679.SZ,20240630,电子元件,I,1877065040.23,668896489.41,1208168550.82,CNY
300679.SZ,20240630,其他业务,P,,,0.01,CNY
300679.SZ,20240630,其他(行业),I,267158560.09,57019473.96,210139086.13,CNY
