ts_code,end_date,bz_item,bz_code,bz_sales,bz_profit,bz_cost,curr_type
601158.SH,20250630,污泥处理处置,P,136157098.73,20205405.29,115951693.44,CNY
601158.SH,20250630,自来水销售,P,1075993856.58,245932175.86,830061680.72,CNY
601158.SH,20250630,分部间抵销,P,-1436286897.75,-19875064.15,-1416411833.6,CNY
601158.SH,20250630,自来水销售,P,1075993856.58,245932175.86,830061680.72,CNY
601158.SH,20250630,污水处理服务,P,1905634626.53,482839644.46,1422794982.07,CNY
601158.SH,20250630,工程施工,P,193493388.96,49982100.21,143511288.75,CNY
601158.SH,20250630,污泥处理处置,P,136157098.73,20205405.29,115951693.44,CNY
601158.SH,20250630,工程施工,P,193493388.96,49982100.21,143511288.75,CNY
601158.SH,20250630,集团本部,P,1643552201.74,320655489.15,1322896712.59,CNY
601158.SH,20250630,集团本部,P,1643552201.74,320655489.15,1322896712.59,CNY
601158.SH,20250630,自来水销售,P,1075993856.58,245932175.86,830061680.72,CNY
601158.SH,20250630,集团本部,P,1643552201.74,320655489.15,1322896712.59,CNY
601158.SH,20250630,分部间抵销,P,-1436286897.75,-19875064.15,-1416411833.6,CNY
601158.SH,20250630,自来水销售,P,1075993856.58,245932175.86,830061680.72,CNY
601158.SH,20250630,污水处理服务,P,1905634626.53,482839644.46,1422794982.07,CNY
601158.SH,20250630,污水处理服务,P,1905634626.53,482839644.46,1422794982.07,CNY
601158.SH,20250630,工程施工,P,193493388.96,49982100.21,143511288.75,CNY
601158.SH,20250630,污水处理服务,P,1905634626.53,482839644.46,1422794982.07,CNY
601158.SH,20250630,分部间抵销,P,-1436286897.75,-19875064.15,-1416411833.6,CNY
601158.SH,20250630,分部间抵销,P,-1436286897.75,-19875064.15,-1416411833.6,CNY
601158.SH,20250630,自来水销售,P,1075993856.58,245932175.86,830061680.72,CNY
601158.SH,20250630,工程施工,P,193493388.96,49982100.21,143511288.75,CNY
601158.SH,20250630,工程施工,P,193493388.96,49982100.21,143511288.75,CNY
601158.SH,20250630,污水处理服务,P,1905634626.53,482839644.46,1422794982.07,CNY
601158.SH,20250630,污泥处理处置,P,136157098.73,20205405.29,115951693.44,CNY
601158.SH,20250630,自来水销售,P,1075993856.58,245932175.86,830061680.72,CNY
601158.SH,20250630,集团本部,P,1643552201.74,320655489.15,1322896712.59,CNY
601158.SH,20250630,分部间抵销,P,-1436286897.75,-19875064.15,-1416411833.6,CNY
601158.SH,20250630,工程施工,P,193493388.96,49982100.21,143511288.75,CNY
601158.SH,20250630,集团本部,P,1643552201.74,320655489.15,1322896712.59,CNY
601158.SH,20250630,污泥处理处置,P,136157098.73,20205405.29,115951693.44,CNY
601158.SH,20250630,污水处理服务,P,1905634626.53,482839644.46,1422794982.07,CNY
601158.SH,20250630,污泥处理处置,P,136157098.73,20205405.29,115951693.44,CNY
601158.SH,20250630,自来水销售,P,1075993856.58,245932175.86,830061680.72,CNY
601158.SH,20250630,集团本部,P,1643552201.74,320655489.15,1322896712.59,CNY
601158.SH,20250630,分部间抵销,P,-1436286897.75,-19875064.15,-1416411833.6,CNY
601158.SH,20250630,污泥处理处置,P,136157098.73,20205405.29,115951693.44,CNY
601158.SH,20250630,工程施工,P,193493388.96,49982100.21,143511288.75,CNY
601158.SH,20250630,污泥处理处置,P,136157098.73,20205405.29,115951693.44,CNY
601158.SH,20250630,分部间抵销,P,-1436286897.75,-19875064.15,-1416411833.6,CNY
601158.SH,20250630,分部间抵销,P,-1436286897.75,-19875064.15,-1416411833.6,CNY
601158.SH,20250630,集团本部,P,1643552201.74,320655489.15,1322896712.59,CNY
601158.SH,20250630,集团本部,P,1643552201.74,320655489.15,1322896712.59,CNY
601158.SH,20250630,污水处理服务,P,1905634626.53,482839644.46,1422794982.07,CNY
601158.SH,20250630,工程施工,P,193493388.96,49982100.21,143511288.75,CNY
601158.SH,20250630,污泥处理处置,P,136157098.73,20205405.29,115951693.44,CNY
601158.SH,20250630,污水处理服务,P,1905634626.53,482839644.46,1422794982.07,CNY
601158.SH,20250630,自来水销售,P,1075993856.58,245932175.86,830061680.72,CNY
601158.SH,20250630,集团本部,P,1643552201.74,320655489.15,1322896712.59,CNY
601158.SH,20250630,分部间抵销,P,-1436286897.75,-19875064.15,-1416411833.6,CNY
601158.SH,20250630,工程施工,P,193493388.96,49982100.21,143511288.75,CNY
601158.SH,20250630,污泥处理处置,P,136157098.73,20205405.29,115951693.44,CNY
601158.SH,20250630,污水处理服务,P,1905634626.53,482839644.46,1422794982.07,CNY
601158.SH,20250630,自来水销售,P,1075993856.58,245932175.86,830061680.72,CNY
601158.SH,20250630,集团本部,P,1643552201.74,320655489.15,1322896712.59,CNY
601158.SH,20250630,污泥处理处置,P,136157098.73,20205405.29,115951693.44,CNY
601158.SH,20250630,污水处理服务,P,1905634626.53,482839644.46,1422794982.07,CNY
601158.SH,20250630,自来水销售,P,1075993856.58,245932175.86,830061680.72,CNY
601158.SH,20250630,分部间抵销,P,-1436286897.75,-19875064.15,-1416411833.6,CNY
601158.SH,20250630,工程施工,P,193493388.96,49982100.21,143511288.75,CNY
601158.SH,20241231,四川,D,64294670.03,20777570.05,43517099.98,CNY
601158.SH,20241231,重庆,D,5889651817.57,1570943174.23,4318708643.34,CNY
601158.SH,20241231,工程施工(行业),I,214380543.86,5713661.59,208666882.27,CNY
601158.SH,20241231,其他(地区),D,32602056.48,11778612.25,20823444.23,CNY
601158.SH,20241231,其他(行业),I,128890303.42,53477093.01,75413210.41,CNY
601158.SH,20241231,污水处理服务(行业),I,4125329087.9,1324695119.35,2800633968.55,CNY
601158.SH,20241231,自来水销售(行业),I,1744251577.24,263550620.86,1480700956.38,CNY
601158.SH,20241231,云南,D,467245433.27,73719050.86,393526382.41,CNY
601158.SH,20241231,污泥处理处置(行业),I,240942464.93,29781912.58,211160552.35,CNY
601158.SH,20241231,其他业务(行业),I,545554153.43,278985187.18,266568966.25,CNY
601158.SH,20241231,其他业务(地区),D,545554153.43,278985187.18,266568966.25,CNY
601158.SH,20240630,集团本部,P,5241531.31,3630181.55,1611349.76,CNY
601158.SH,20240630,分部间抵销,P,-179190672.12,-33198175.3,-145992496.82,CNY
601158.SH,20240630,工程施工,P,290663905.91,-7047708.06,297711613.97,CNY
601158.SH,20240630,污泥处理处置,P,131814227.47,69883006.07,61931221.4,CNY
601158.SH,20240630,污水处理服务,P,2031343298.99,646475638.82,1384867660.17,CNY
601158.SH,20240630,自来水销售,P,1003570990.22,266399371.68,737171618.54,CNY
601158.SH,20231231,其他业务(行业),I,807793846.61,380987155.91,426806690.7,CNY
601158.SH,20231231,污泥处理处置(行业),I,230119765.32,33188559.85,196931205.47,CNY
601158.SH,20231231,四川,D,67016902.58,21053328.92,45963573.66,CNY
601158.SH,20231231,其他(地区),D,32414930.83,10857321.57,21557609.26,CNY
601158.SH,20231231,其他业务收入(行业),I,807793846.61,380987155.91,426806690.7,CNY
