trade_date,ts_code,name,close,change,rank,market_type,amount,net_amount,buy,sell
20241111,000063.SZ,中兴通讯,36.06,3.28,9,3,1053498236.0,,,
20241111,000100.SZ,TCL科技,5.35,0.11,10,3,1040147813.0,,,
20241111,000858.SZ,五粮液,154.82,-1.65,4,3,1610175803.0,,,
20241111,000977.SZ,浪潮信息,54.72,3.01,8,3,1257609725.0,,,
20241111,002371.SZ,北方华创,486.69,38.94,3,3,1740758031.0,,,
20241111,002475.SZ,立讯精密,40.7,0.4,7,3,1363119338.0,,,
20241111,002594.SZ,比亚迪,299.29,1.39,5,3,1532681846.0,,,
20241111,300059.SZ,东方财富,28.7,0.46,2,3,2611697796.0,,,
20241111,300308.SZ,中际旭创,144.9,2.69,6,3,1488917501.0,,,
20241111,300750.SZ,宁德时代,267.5,10.0,1,3,3339311493.0,,,
20241111,600030.SH,中信证券,34.88,0.0,1,1,2364822556.0,,,
20241111,600418.SH,江淮汽车,45.9,3.92,5,1,1198670877.0,,,
20241111,600519.SH,贵州茅台,1598.01,-11.96,3,1,1918380130.0,,,
20241111,600900.SH,长江电力,27.48,-0.14,10,1,763853016.0,,,
20241111,601127.SH,赛力斯,140.3,6.08,4,1,1701574022.0,,,
20241111,601138.SH,工业富联,27.01,1.03,2,1,2246158335.0,,,
20241111,601318.SH,中国平安,58.4,-0.72,7,1,1129105851.0,,,
20241111,601601.SH,中国太保,36.97,-1.12,9,1,844349821.0,,,
20241111,601899.SH,紫金矿业,16.51,-0.58,6,1,1135545269.0,,,
20241111,688041.SH,海光信息,139.05,2.06,8,1,945958005.0,,,
